folio,provincia,comuna,expr,pobreza_multi,s13,s16,s17,s19a,s19b,s19c,s19d,s19e,s2,v2,v3,v4,v5,v6,v7,v12,v13
267620401,41,4104,22,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
267620501,41,4104,29,0,1,5,,,,,,,,3,2,1,2,4,2,2,3
267620601,41,4104,19,0,1,5,,,,,,,,3,2,1,2,4,2,2,1
267620701,41,4104,28,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
267620801,41,4104,21,1,1,5,,,,,,,,2,1,2,1,3,1,3,1
267620901,41,4104,21,0,1,5,,,,,,,,3,2,2,2,4,1,2,1
267621001,41,4104,17,0,1,5,,,,,,,,3,2,1,2,3,2,3,1
267630101,63,6301,86,1,1,2,1,2,2,2,2,2,,3,2,2,2,3,2,3,1
267630201,63,6301,69,0,1,5,,,,,,,,3,2,2,2,4,2,2,1
267630301,63,6301,71,1,4,5,,,,,,,,2,2,5,2,3,2,3,2
267630401,63,6301,53,1,1,5,,,,,,,,2,1,2,1,3,2,3,2
267630501,63,6301,51,1,1,5,,,,,,,,2,2,5,2,2,1,3,2
267630701,63,6301,66,1,1,5,,,,,,,,3,2,5,2,4,2,3,1
267630801,63,6301,38,1,1,5,,,,,,,,3,3,2,2,3,2,3,1
267650101,132,13201,129,0,1,2,1,2,2,2,2,2,,2,2,2,2,3,2,4,1
267650201,132,13201,154,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
267650501,132,13201,131,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
267650601,132,13201,148,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,2,1
267650701,132,13201,135,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
267650801,132,13201,182,0,1,5,,,,,,,,2,2,2,2,3,2,2,1
267670101,81,8112,100,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,2,5,1
267670201,81,8112,56,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
267670401,81,8112,104,0,1,5,,,,,,,,1,1,1,1,3,3,4,1
267670501,81,8112,123,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
267670601,81,8112,118,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
267670701,81,8112,67,0,2,5,,,,,,,,1,1,1,1,3,1,4,1
267690101,151,15101,30,1,4,5,,,,,,,,2,1,1,1,3,1,5,2
267690201,151,15101,25,1,1,2,2,,,,,,,4,2,4,1,1,2,4,1
267690301,151,15101,16,,1,2,2,,,,,,,4,3,5,3,3,3,4,1
267690401,151,15101,28,1,1,5,,,,,,,,2,2,2,2,4,2,4,3
267690701,151,15101,42,0,3,5,,,,,,,,2,1,2,1,3,1,4,2
267690801,151,15101,30,0,1,5,,,,,,,,2,1,2,1,3,1,5,1
267690901,151,15101,41,0,1,5,,,,,,,,2,1,2,2,4,2,5,2
267691001,151,15101,31,0,1,1,1,2,2,2,2,2,,2,1,2,1,3,1,-88,1
267691101,151,15101,32,0,1,2,1,2,2,1,2,2,,2,2,2,2,3,2,-88,1
267691201,151,15101,24,1,1,5,,,,,,,,2,3,2,2,1,2,2,2
267710201,71,7103,96,0,1,5,,,,,,,,3,1,1,1,3,1,3,9
267710301,71,7103,54,0,1,5,,,,,,,,1,1,2,1,3,1,3,1
267710401,71,7103,105,0,1,5,,,,,,,,5,1,2,1,3,1,3,2
267710501,71,7103,62,0,1,5,,,,,,,,1,1,1,1,3,1,3,1
267710601,71,7103,51,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
267710701,71,7103,79,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
267710801,71,7103,80,0,1,5,,,,,,,,1,1,2,1,3,1,4,9
267730101,57,5701,70,0,1,5,,,,,,,,2,1,2,2,4,2,3,1
267730201,57,5701,66,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
267730301,57,5701,94,0,1,4,1,1,1,1,2,1,,2,1,1,1,4,1,4,2
267730401,57,5701,95,0,1,5,,,,,,,,2,1,1,1,3,1,4,2
267730501,57,5701,75,0,1,5,,,,,,,,2,2,1,2,3,2,3,1
267730601,57,5701,62,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
267730701,57,5701,70,0,1,2,1,1,2,2,2,2,,3,1,2,1,3,1,4,1
267730702,57,5701,83,0,1,5,,,,,,,,3,1,2,1,3,1,4,3
267730801,57,5701,61,0,1,2,1,1,1,1,1,1,,3,1,2,1,1,1,3,1
267740101,111,11101,20,0,1,5,,,,,,,,3,1,1,3,3,2,3,1
267740201,111,11101,18,1,1,2,1,2,2,2,2,1,,3,1,2,2,3,3,3,1
267740301,111,11101,21,0,1,5,,,,,,,,3,2,2,1,3,1,4,1
267740401,111,11101,17,,1,1,1,2,2,2,2,2,,3,1,2,1,3,3,2,1
267740501,111,11101,19,0,1,5,,,,,,,,4,2,1,1,3,1,4,1
267740601,111,11101,22,0,1,2,1,2,2,2,2,2,,3,1,2,2,3,1,4,1
267740701,111,11101,17,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
267740801,111,11101,15,0,1,2,1,2,1,2,2,2,,3,2,2,1,3,3,3,1
267741001,111,11101,20,0,1,5,,,,,,,,4,2,2,2,3,1,4,2
267741101,111,11101,23,0,1,1,1,2,2,2,2,2,,3,2,2,2,3,1,3,1
267741201,111,11101,23,0,1,5,,,,,,,,4,1,2,1,3,1,2,11
267760101,74,7407,31,0,1,5,,,,,,,,3,1,1,2,3,1,2,1
267760201,74,7407,68,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
267760301,74,7407,41,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
267760501,74,7407,64,0,1,5,,,,,,,,3,2,4,2,3,1,2,2
267760601,74,7407,49,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
267760701,74,7407,52,1,1,2,1,2,2,2,2,2,,3,3,2,2,3,3,1,10
267760801,74,7407,45,0,1,5,,,,,,,,3,1,4,2,4,1,3,1
267760901,74,7407,60,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,1,10
267761001,74,7407,57,0,1,5,,,,,,,,1,1,2,1,3,1,4,1
267790101,81,8108,83,0,1,5,,,,,,,,3,2,2,2,3,2,2,9
267790201,81,8108,78,1,1,2,1,2,2,2,2,2,,3,1,2,1,3,3,3,1
267790301,81,8108,57,0,1,5,,,,,,,,2,1,1,3,3,1,2,1
267790501,81,8108,78,1,1,2,1,2,2,2,2,2,,3,3,5,2,3,1,2,1
267790601,81,8108,61,0,1,5,,,,,,,,3,2,2,2,3,1,3,1
267790701,81,8108,87,0,1,2,1,2,2,2,2,2,,3,1,5,2,3,1,3,1
267790801,81,8108,91,0,1,2,1,2,2,2,2,2,,3,2,2,1,3,1,4,3
267800101,151,15101,23,0,1,5,,,,,,,,2,1,2,1,3,2,6,1
267800201,151,15101,24,0,3,5,,,,,,,,2,1,2,1,4,1,6,3
267800301,151,15101,53,0,1,5,,,,,,,,2,2,4,3,3,2,6,3
267800401,151,15101,24,0,3,5,,,,,,,,2,3,2,1,4,2,5,1
267800501,151,15101,33,0,1,5,,,,,,,,2,2,2,2,4,2,6,1
267800601,151,15101,20,0,1,5,,,,,,,,2,2,2,2,2,2,6,1
267800701,151,15101,62,0,1,2,1,2,2,1,2,2,,3,3,2,3,4,2,4,2
267800801,151,15101,30,0,1,2,1,1,1,1,2,2,,2,2,4,2,3,1,6,1
267800901,151,15101,70,0,1,5,,,,,,,,2,1,2,1,2,1,5,1
267801001,151,15101,31,0,1,5,,,,,,,,3,2,2,2,4,3,5,3
267801201,151,15101,19,0,1,5,,,,,,,,2,2,4,2,4,2,6,3
267810201,113,11303,4,0,1,5,,,,,,,,3,1,1,2,3,1,3,3
267810301,113,11303,4,0,1,2,1,2,2,2,2,2,,3,1,1,1,3,1,3,1
267810401,113,11303,4,0,4,5,,,,,,,,3,1,1,1,3,1,3,1
267810701,113,11303,5,0,1,5,,,,,,,,3,2,1,1,3,2,2,2
267810801,113,11303,2,0,1,2,1,2,2,2,2,2,,4,1,1,1,3,1,4,1
267811001,113,11303,5,0,1,5,,,,,,,,3,1,1,1,3,1,3,2
267811201,113,11303,3,0,1,5,,,,,,,,4,2,1,2,3,1,4,3
267850401,11,1101,45,0,1,5,,,,,,,,1,1,1,1,2,1,6,1
267850501,11,1101,38,0,1,5,,,,,,,,2,1,2,1,3,1,4,2
267850701,11,1101,52,0,2,5,,,,,,,,1,1,1,1,1,1,4,2
267851001,11,1101,49,0,1,5,,,,,,,,1,2,2,1,1,2,4,1
267870101,131,13107,210,0,1,5,,,,,,,,1,1,1,1,2,1,5,1
267870201,131,13107,214,0,2,5,,,,,,,,1,1,1,1,2,1,5,1
267870301,131,13107,262,0,2,5,,,,,,,,1,1,1,1,2,1,4,1
267870501,131,13107,187,0,2,5,,,,,,,,1,1,1,1,2,1,5,1
267870801,131,13107,192,0,2,2,1,2,2,2,2,2,,1,1,2,1,2,1,-88,1
267880101,11,1107,44,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
267880201,11,1107,32,0,1,5,,,,,,,,1,1,2,1,2,1,4,2
267880401,11,1107,35,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
267880501,11,1107,59,0,1,5,,,,,,,,1,1,2,1,2,1,4,2
267880601,11,1107,39,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
267880701,11,1107,40,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
267880901,11,1107,29,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,2
267881101,11,1107,48,0,2,2,1,2,2,2,2,2,,1,1,2,1,2,1,3,2
267881201,11,1107,32,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
267900101,102,10210,40,0,1,2,1,1,2,2,2,2,,3,3,1,3,3,3,3,1
267900201,102,10210,32,0,1,2,1,2,2,2,2,2,,4,2,1,2,3,2,3,1
267900301,102,10210,30,0,1,2,1,2,2,2,1,2,,2,2,1,1,3,1,3,1
267900401,102,10210,78,1,1,2,1,1,2,2,1,1,,3,2,1,2,3,3,2,10
267900601,102,10210,30,0,1,2,1,2,2,1,2,1,,3,3,1,3,3,3,3,1
267900701,102,10210,30,0,1,2,1,2,2,2,1,1,,3,2,1,2,3,2,3,3
267900801,102,10210,35,1,1,5,,,,,,,,3,2,1,1,3,1,4,1
267900901,102,10210,49,0,1,2,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
267901001,102,10210,48,1,2,2,1,2,2,2,1,2,,3,1,1,1,3,1,4,2
267920201,103,10301,85,0,1,5,,,,,,,,3,2,1,2,3,1,2,1
267920301,103,10301,98,0,1,2,1,2,2,2,2,2,,3,2,2,1,3,2,4,1
267920401,103,10301,85,0,1,5,,,,,,,,3,3,1,3,3,3,2,1
267920501,103,10301,81,1,1,5,,,,,,,,4,2,4,2,3,2,3,11
267920801,103,10301,55,0,1,2,1,2,2,2,2,2,,3,2,1,1,3,1,2,1
267950101,141,14101,39,0,2,5,,,,,,,,1,1,1,1,1,1,6,1
267950201,141,14101,52,0,1,2,1,2,2,2,2,2,,1,1,2,1,2,1,5,1
267950501,141,14101,55,1,1,5,,,,,,,,3,1,1,1,3,1,3,9
267960101,91,9112,57,0,1,5,,,,,,,,3,2,2,2,3,3,4,1
267960201,91,9112,129,0,1,5,,,,,,,,3,2,2,2,3,3,3,1
267960301,91,9112,101,0,1,5,,,,,,,,3,3,2,2,3,2,3,3
267960401,91,9112,70,0,1,5,,,,,,,,3,1,2,2,3,1,3,3
267960501,91,9112,96,0,1,5,,,,,,,,3,2,2,1,3,1,3,1
267960701,91,9112,80,0,1,2,1,2,1,1,2,1,,3,2,2,1,3,1,4,1
267960801,91,9112,63,1,1,5,,,,,,,,3,2,2,2,3,2,4,1
267960901,91,9112,95,0,1,5,,,,,,,,3,1,2,1,3,1,5,3
268010101,82,8203,44,0,1,5,,,,,,,,3,2,1,2,3,2,4,1
268010201,82,8203,54,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
268010401,82,8203,50,1,1,4,1,2,2,2,2,2,,3,1,1,1,3,1,2,1
268010501,82,8203,51,1,1,5,,,,,,,,4,3,1,2,3,2,1,3
268010601,82,8203,54,0,1,5,,,,,,,,3,2,2,1,3,1,4,1
268010701,82,8203,100,0,1,5,,,,,,,,3,1,1,1,3,2,4,9
268010801,82,8203,47,1,1,5,,,,,,,,3,2,1,3,3,3,3,1
268010901,82,8203,52,0,1,5,,,,,,,,3,1,1,1,3,2,3,1
268011001,82,8203,55,0,1,5,,,,,,,,3,2,2,1,3,2,3,3
268040201,81,8105,23,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
268040301,81,8105,30,0,1,5,,,,,,,,3,2,1,3,3,3,2,3
268040401,81,8105,19,1,1,5,,,,,,,,3,2,1,3,3,3,3,11
268040501,81,8105,30,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268040601,81,8105,23,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268040701,81,8105,19,0,1,5,,,,,,,,3,1,2,1,3,2,3,3
268040801,81,8105,24,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
268040901,81,8105,15,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
268041001,81,8105,21,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268120101,31,3101,21,0,2,5,,,,,,,,1,1,1,1,4,1,4,9
268120201,31,3101,26,0,1,4,1,2,2,2,2,2,,2,2,2,2,4,1,5,3
268120301,31,3101,45,0,1,5,,,,,,,,2,1,1,1,4,1,4,3
268120701,31,3101,29,0,1,5,,,,,,,,2,1,1,2,4,1,2,3
268120801,31,3101,31,0,1,5,,,,,,,,3,1,4,2,3,2,3,10
268120901,31,3101,22,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
268121101,31,3101,22,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
268140201,54,5402,108,0,1,2,2,,,,,,,3,2,1,1,3,3,3,9
268140301,54,5402,107,0,1,5,,,,,,,,3,2,1,1,3,1,3,1
268140501,54,5402,83,0,1,5,,,,,,,,2,1,1,1,3,2,3,1
268140701,54,5402,84,0,1,5,,,,,,,,3,2,1,1,3,1,2,2
268220101,131,13119,87,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268220201,131,13119,146,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
268220301,131,13119,167,1,1,2,2,,,,,,,1,1,2,1,2,2,3,1
268220401,131,13119,222,0,1,5,,,,,,,,2,1,2,1,2,1,3,1
268220501,131,13119,156,1,1,5,,,,,,,,1,2,2,2,2,1,3,1
268220502,131,13119,115,1,1,5,,,,,,,,1,2,2,2,2,1,3,3
268220601,131,13119,127,0,1,5,,,,,,,,2,1,3,1,2,1,3,1
268220701,131,13119,199,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,3,1
268220801,131,13119,298,1,1,5,,,,,,,,2,1,2,1,3,1,3,2
268260701,81,8101,88,0,2,2,1,2,2,2,2,2,,1,1,1,1,1,1,5,1
268260801,81,8101,92,0,2,5,,,,,,,,1,1,2,1,1,1,5,1
268280101,92,9202,71,,1,5,,,,,,,,3,1,2,1,3,1,4,2
268280201,92,9202,61,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268280401,92,9202,53,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
268280601,92,9202,97,0,1,5,,,,,,,,3,1,2,1,3,1,4,2
268280701,92,9202,79,0,1,2,1,2,2,2,2,2,,3,1,1,1,4,1,3,1
268290101,141,14101,57,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268290201,141,14101,70,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
268290401,141,14101,47,0,1,5,,,,,,,,3,1,2,1,3,1,5,2
268290501,141,14101,73,0,3,5,,,,,,,,3,1,2,1,3,1,5,1
268290601,141,14101,71,0,3,5,,,,,,,,2,1,2,1,3,1,4,2
268290701,141,14101,47,0,1,5,,,,,,,,3,1,2,1,3,1,3,2
268330201,163,16305,58,0,1,5,,,,,,,,3,1,2,1,3,1,3,2
268330401,163,16305,59,0,1,5,,,,,,,,1,1,2,1,3,1,2,1
268330501,163,16305,63,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
268330601,163,16305,77,0,1,5,,,,,,,,3,1,2,1,3,1,4,2
268330701,163,16305,75,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268330801,163,16305,43,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
268340101,81,8103,34,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268340201,81,8103,68,0,4,5,,,,,,,,1,1,1,1,2,1,4,1
268340301,81,8103,32,0,2,5,,,,,,,,1,1,1,1,2,3,3,2
268340401,81,8103,39,0,1,5,,,,,,,,1,1,2,1,2,1,4,1
268340501,81,8103,31,0,1,5,,,,,,,,1,1,1,1,2,1,4,3
268340601,81,8103,41,0,2,5,,,,,,,,1,1,1,1,2,1,3,1
268340801,81,8103,46,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268350201,81,8101,68,0,1,5,,,,,,,,1,1,2,1,2,1,2,2
268350601,81,8101,146,0,1,5,,,,,,,,2,1,2,1,2,1,2,2
268350801,81,8101,116,1,1,5,,,,,,,,1,1,1,3,2,1,2,2
268370201,21,2101,57,1,1,5,,,,,,,,2,3,2,3,3,3,2,3
268370301,21,2101,73,0,1,5,,,,,,,,2,1,2,1,3,1,2,3
268370401,21,2101,57,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
268370601,21,2101,50,0,2,5,,,,,,,,2,1,2,1,2,1,4,1
268370701,21,2101,57,,1,5,,,,,,,,2,2,2,2,3,2,3,2
268380101,61,6115,113,0,1,5,,,,,,,,2,1,2,1,3,1,1,2
268380201,61,6115,72,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
268380301,61,6115,96,0,1,1,1,1,2,2,2,2,,2,1,2,1,3,1,2,1
268380401,61,6115,103,0,1,3,1,2,2,2,2,2,,2,2,4,2,3,1,2,2
268380501,61,6115,84,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
268380601,61,6115,97,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
268380701,61,6115,66,0,1,2,1,2,1,1,2,2,,2,1,2,1,3,1,3,1
268380801,61,6115,147,0,1,5,,,,,,,,2,1,2,2,3,1,3,3
268390201,81,8112,76,0,1,4,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
268390401,81,8112,104,0,1,4,1,2,2,2,2,2,,2,2,2,2,1,2,1,9
268390501,81,8112,76,0,1,5,,,,,,,,1,2,1,1,2,2,2,3
268390601,81,8112,95,0,1,5,,,,,,,,1,1,1,1,1,1,3,1
268390701,81,8112,89,0,1,5,,,,,,,,1,2,2,2,2,2,2,2
268390801,81,8112,71,0,1,4,1,2,2,1,2,2,,1,1,2,2,2,2,4,1
268480101,131,13120,170,0,2,5,,,,,,,,1,2,1,1,2,1,4,1
268480201,131,13120,237,0,2,5,,,,,,,,1,1,1,1,2,1,4,1
268480401,131,13120,189,0,1,5,,,,,,,,1,1,1,1,2,1,4,2
268480501,131,13120,109,,2,2,1,2,2,2,2,-99,,1,1,1,1,2,1,4,1
268480601,131,13120,240,0,2,5,,,,,,,,1,2,1,1,2,1,5,1
268480701,131,13120,109,0,1,5,,,,,,,,1,1,1,1,2,1,4,3
268490101,22,2201,53,0,2,1,1,2,2,2,-88,2,,1,1,2,1,3,1,6,1
268490401,22,2201,59,0,1,5,,,,,,,,2,2,2,2,3,3,3,1
268490601,22,2201,87,1,1,5,,,,,,,,2,1,1,1,3,1,1,2
268490701,22,2201,76,0,1,2,1,2,2,2,2,2,,1,1,2,1,2,1,4,1
268490801,22,2201,89,0,2,5,,,,,,,,1,1,2,1,2,1,4,2
268500101,41,4101,69,0,1,5,,,,,,,,2,1,2,1,5,1,4,1
268500201,41,4101,69,0,1,5,,,,,,,,2,1,1,1,3,1,4,1
268500301,41,4101,80,0,1,5,,,,,,,,2,1,2,2,1,2,4,1
268500401,41,4101,72,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
268500501,41,4101,65,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268500601,41,4101,81,0,1,5,,,,,,,,2,1,1,1,4,1,3,1
268500701,41,4101,82,0,1,5,,,,,,,,2,1,2,1,4,3,3,3
268500801,41,4101,97,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
268520101,142,14204,74,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
268520301,142,14204,44,0,1,2,1,2,2,2,2,2,,3,2,4,1,3,2,4,9
268520302,142,14204,30,1,1,5,,,,,,,,3,2,4,1,3,2,4,1
268520501,142,14204,37,,1,2,1,2,2,2,2,2,,3,3,1,1,3,1,1,2
268520601,142,14204,36,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
268520701,142,14204,64,0,1,5,,,,,,,,3,2,2,1,3,1,2,2
268520801,142,14204,37,1,1,2,1,2,1,1,2,1,,3,2,4,2,3,2,3,1
268560201,41,4101,135,0,2,5,,,,,,,,2,1,2,1,1,1,4,1
268560301,41,4101,94,0,3,5,,,,,,,,2,1,2,1,1,1,3,1
268560401,41,4101,99,0,1,5,,,,,,,,2,1,2,1,1,1,4,1
268560601,41,4101,74,1,1,5,,,,,,,,2,2,2,1,1,1,2,2
268570201,91,9113,80,1,1,1,2,,,,,,,3,2,1,2,3,2,4,1
268570301,91,9113,70,0,1,5,,,,,,,,3,2,1,3,3,2,2,2
268570401,91,9113,70,0,1,5,,,,,,,,3,1,2,1,3,1,3,9
268570501,91,9113,80,0,1,5,,,,,,,,3,1,2,1,3,1,3,2
268570701,91,9113,44,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
268570801,91,9113,120,0,1,1,1,1,2,2,2,2,,3,1,2,1,3,1,3,9
268580101,151,15101,46,0,1,5,,,,,,,,2,2,4,2,4,2,4,1
268580201,151,15101,20,0,1,5,,,,,,,,2,1,2,2,4,1,4,1
268580301,151,15101,28,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268580401,151,15101,29,0,1,5,,,,,,,,2,2,2,1,3,1,5,1
268580501,151,15101,20,0,1,5,,,,,,,,2,2,4,2,3,2,4,3
268580601,151,15101,28,1,1,5,,,,,,,,1,2,4,2,3,1,4,1
268580701,151,15101,23,0,1,5,,,,,,,,2,1,2,1,2,1,5,1
268580801,151,15101,28,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268580901,151,15101,26,0,1,5,,,,,,,,2,2,2,2,3,2,4,3
268581001,151,15101,31,0,1,5,,,,,,,,1,1,2,1,2,1,4,1
268581101,151,15101,29,0,1,5,,,,,,,,2,1,2,2,4,1,4,1
268581201,151,15101,21,0,1,5,,,,,,,,2,1,2,1,2,1,4,1
268600201,72,7201,116,0,1,2,1,1,1,1,1,1,,2,1,2,1,3,1,2,1
268600401,72,7201,89,0,1,2,2,,,,,,,2,1,2,1,3,1,2,2
268600801,72,7201,66,0,1,4,1,2,2,2,2,2,,3,1,1,2,3,1,3,1
268650101,81,8101,143,0,2,2,1,2,2,2,2,2,,1,1,2,1,3,2,4,3
268650201,81,8101,119,0,2,5,,,,,,,,1,1,1,1,2,1,3,2
268650301,81,8101,131,0,1,5,,,,,,,,1,2,2,2,2,2,3,2
268650701,81,8101,83,0,4,5,,,,,,,,2,1,2,1,3,1,5,9
268660201,58,5804,134,0,2,5,,,,,,,,2,1,2,1,1,1,4,1
268660301,58,5804,136,0,1,2,1,2,2,2,2,2,,1,1,1,1,3,3,6,1
268660401,58,5804,79,0,1,5,,,,,,,,1,2,2,2,1,1,3,2
268660501,58,5804,78,0,2,2,1,2,1,1,2,2,,1,1,3,1,4,1,4,2
268660601,58,5804,89,0,1,2,1,2,2,2,2,2,,1,1,2,1,4,1,4,2
268660801,58,5804,91,0,1,5,,,,,,,,2,2,2,1,4,3,3,3
268680101,71,7109,72,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268680301,71,7109,59,0,1,5,,,,,,,,5,2,2,1,3,3,4,3
268680401,71,7109,101,0,1,5,,,,,,,,5,2,5,3,3,2,4,3
268680501,71,7109,146,0,1,5,,,,,,,,3,2,2,1,3,1,2,1
268680601,71,7109,77,0,1,5,,,,,,,,5,1,2,1,3,1,4,1
268680801,71,7109,65,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
268681001,71,7109,72,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
268690201,101,10102,64,,1,5,,,,,,,,3,1,1,3,3,2,2,1
268690301,101,10102,115,1,1,5,,,,,,,,3,2,2,2,3,1,3,1
268690401,101,10102,83,0,1,5,,,,,,,,3,2,3,2,3,2,3,2
268690501,101,10102,95,0,1,5,,,,,,,,3,2,1,2,3,1,3,2
268690601,101,10102,120,0,1,5,,,,,,,,3,3,1,3,3,3,3,1
268690701,101,10102,98,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
268690801,101,10102,136,0,1,5,,,,,,,,3,1,1,1,3,3,3,1
268710101,11,1107,24,0,1,5,,,,,,,,2,1,1,1,3,1,4,1
268710401,11,1107,34,0,4,5,,,,,,,,2,1,1,1,3,1,4,1
268710501,11,1107,35,0,1,5,,,,,,,,2,2,2,2,2,2,5,1
268710601,11,1107,22,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
268710701,11,1107,37,1,1,5,,,,,,,,2,2,2,2,4,2,3,1
268710801,11,1107,37,1,1,5,,,,,,,,2,3,2,2,3,2,3,1
268710901,11,1107,39,1,1,5,,,,,,,,4,3,2,1,3,2,3,2
268710902,11,1107,67,0,4,5,,,,,,,,4,3,2,1,3,2,3,2
268711001,11,1107,45,1,1,5,,,,,,,,3,2,2,2,3,2,5,1
268711002,11,1107,67,0,1,5,,,,,,,,3,2,2,2,3,2,5,2
268711003,11,1107,58,0,1,5,,,,,,,,3,2,2,2,3,2,5,3
268711101,11,1107,26,0,1,5,,,,,,,,2,1,2,1,2,1,6,1
268711201,11,1107,33,1,4,5,,,,,,,,4,2,2,2,3,2,5,2
268720201,22,2201,79,,4,5,,,,,,,,2,2,2,2,3,1,2,3
268720301,22,2201,67,0,1,5,,,,,,,,2,2,2,2,3,2,3,2
268720401,22,2201,64,1,4,5,,,,,,,,2,2,2,2,3,2,3,2
268720601,22,2201,48,0,1,2,1,2,1,1,1,1,,2,2,2,2,3,2,4,9
268760401,14,1401,30,0,1,4,1,2,2,2,2,2,,2,2,2,2,3,1,4,1
268760601,14,1401,55,0,1,5,,,,,,,,2,2,2,2,3,2,4,3
268760701,14,1401,58,0,3,5,,,,,,,,2,1,2,1,1,1,4,1
268761001,14,1401,37,0,2,5,,,,,,,,2,1,1,1,4,1,4,1
268761101,14,1401,56,0,1,5,,,,,,,,2,1,2,1,3,1,4,2
268761201,14,1401,47,0,3,5,,,,,,,,2,2,2,2,4,2,5,1
268770101,132,13201,171,0,2,5,,,,,,,,2,1,2,1,3,1,3,1
268770201,132,13201,213,0,3,5,,,,,,,,2,1,2,1,4,1,3,3
268770301,132,13201,187,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
268770401,132,13201,137,0,1,5,,,,,,,,2,1,4,1,4,1,3,1
268770501,132,13201,216,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
268770701,132,13201,134,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
268820101,55,5501,85,0,1,5,,,,,,,,5,1,2,1,1,1,4,1
268820201,55,5501,170,1,1,5,,,,,,,,2,1,2,1,1,1,3,2
268820301,55,5501,129,,1,5,,,,,,,,2,1,2,1,3,1,-88,2
268820401,55,5501,139,0,1,4,1,2,2,1,2,2,,2,1,2,1,3,1,3,2
268820501,55,5501,110,0,1,5,,,,,,,,1,1,2,1,1,1,-88,1
268850101,22,2201,33,,1,5,,,,,,,,3,1,1,1,4,1,3,1
268850201,22,2201,86,0,2,5,,,,,,,,1,1,2,1,2,1,4,2
