folio,provincia,comuna,expr,pobreza_multi,s13,s16,s17,s19a,s19b,s19c,s19d,s19e,s2,v2,v3,v4,v5,v6,v7,v12,v13
100020301,131,13127,264,0,1,4,2,,,,,,,2,2,1,1,3,2,3,1
100020401,131,13127,295,0,1,5,,,,,,,,2,1,1,1,3,1,4,2
100020501,131,13127,373,0,1,2,1,2,2,2,1,2,,3,3,5,3,3,3,3,3
100020801,131,13127,266,0,1,5,,,,,,,,2,2,1,1,3,1,4,1
100070201,22,2203,72,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
100070501,22,2203,59,1,1,2,2,,,,,,,2,1,5,2,3,2,2,1
100070601,22,2203,58,,1,5,,,,,,,,3,1,2,1,3,1,4,1
100070801,22,2203,49,0,1,5,,,,,,,,1,1,2,1,3,1,2,2
100160301,131,13103,165,0,1,5,,,,,,,,3,2,1,2,3,1,4,3
100160401,131,13103,156,1,1,2,1,2,2,2,2,2,,2,2,2,2,3,1,4,1
100160501,131,13103,192,1,1,5,,,,,,,,3,2,5,2,3,2,4,10
100160601,131,13103,134,0,1,2,1,2,2,1,2,2,,3,2,2,2,4,2,3,1
100160701,131,13103,168,0,1,2,1,2,2,2,2,2,,3,2,2,1,3,2,5,10
100160801,131,13103,137,0,1,2,1,2,2,2,1,2,,2,2,2,2,3,1,3,1
100200201,81,8110,106,0,1,2,2,,,,,,,1,1,3,1,2,1,3,1
100200701,81,8110,102,0,1,5,,,,,,,,3,2,2,1,3,2,4,9
100200801,81,8110,101,1,1,5,,,,,,,,4,3,1,3,3,3,3,9
100240201,41,4101,94,0,1,5,,,,,,,,2,1,2,1,4,1,5,2
100240301,41,4101,155,0,1,5,,,,,,,,2,1,1,1,1,1,5,2
100240401,41,4101,89,0,1,2,1,2,1,1,1,1,,2,1,2,1,3,1,4,1
100240801,41,4101,85,0,2,5,,,,,,,,2,1,2,1,1,1,6,1
100280101,81,8110,88,0,1,5,,,,,,,,2,2,2,3,4,3,2,1
100280201,81,8110,68,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,2,3,1
100280301,81,8110,79,0,1,5,,,,,,,,2,2,2,3,4,2,4,9
100280501,81,8110,66,0,1,2,1,2,2,2,2,2,,3,3,1,1,3,1,5,1
100280601,81,8110,112,0,1,2,1,2,2,2,2,2,,3,2,2,1,3,1,4,9
100280701,81,8110,59,1,1,2,1,2,2,2,2,2,,2,3,1,3,3,2,1,9
100280801,81,8110,73,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
100290101,61,6101,78,0,1,5,,,,,,,,2,2,5,3,3,3,2,3
100290201,61,6101,153,1,1,5,,,,,,,,2,1,2,1,4,2,1,1
100290301,61,6101,77,1,1,5,,,,,,,,2,1,2,2,3,2,2,2
100290501,61,6101,107,0,1,5,,,,,,,,2,1,2,1,3,1,3,3
100290701,61,6101,74,1,1,5,,,,,,,,2,2,2,2,3,2,2,3
100290801,61,6101,57,0,1,2,1,2,2,2,2,2,,1,1,2,1,4,1,4,1
100300101,91,9101,72,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,3,2
100300201,91,9101,131,0,1,5,,,,,,,,3,1,2,1,3,1,2,2
100300301,91,9101,51,1,1,1,1,1,1,1,2,2,,3,1,2,1,3,1,4,1
100300401,91,9101,71,0,1,5,,,,,,,,3,2,2,1,3,3,2,2
100300501,91,9101,51,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
100300801,91,9101,65,,1,5,,,,,,,,3,2,2,1,3,3,3,1
100340101,131,13119,220,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100340201,131,13119,153,0,1,5,,,,,,,,2,1,1,1,4,1,3,1
100340301,131,13119,131,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
100340401,131,13119,131,0,1,5,,,,,,,,2,2,2,2,3,2,4,1
100340501,131,13119,169,0,1,5,,,,,,,,2,2,1,1,3,1,4,1
100340801,131,13119,114,0,1,5,,,,,,,,2,1,1,1,4,3,4,3
100390101,141,14107,27,0,1,5,,,,,,,,1,1,2,1,3,1,2,1
100390201,141,14107,48,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
100390301,141,14107,56,0,1,5,,,,,,,,3,1,1,1,3,1,2,2
100390401,141,14107,54,,1,5,,,,,,,,1,1,1,1,3,1,2,1
100390601,141,14107,37,0,1,5,,,,,,,,3,2,2,1,3,1,3,1
100390701,141,14107,32,0,1,2,1,2,2,2,2,2,,1,1,2,1,3,1,2,1
100410301,71,7102,66,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
100410401,71,7102,84,0,1,5,,,,,,,,2,1,1,1,2,1,3,2
100410701,71,7102,53,0,1,5,,,,,,,,1,1,2,1,3,1,3,1
100410801,71,7102,81,0,1,5,,,,,,,,1,1,2,1,3,1,3,3
100420201,131,13119,161,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
100420301,131,13119,210,0,1,5,,,,,,,,2,1,4,2,3,2,2,1
100420401,131,13119,292,0,1,5,,,,,,,,2,1,2,1,3,2,4,1
100420501,131,13119,244,0,1,5,,,,,,,,2,1,2,1,3,1,3,2
100420601,131,13119,144,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
100420701,131,13119,136,0,1,5,,,,,,,,2,1,2,1,3,2,3,1
100420801,131,13119,282,0,2,5,,,,,,,,2,1,2,1,3,1,4,1
100450101,101,10109,66,0,1,5,,,,,,,,3,2,2,1,3,1,3,1
100450201,101,10109,60,1,1,2,1,1,1,1,1,1,,3,1,2,1,3,1,4,1
100450301,101,10109,80,0,1,5,,,,,,,,3,2,2,2,3,2,4,2
100450401,101,10109,56,0,1,2,1,1,2,2,2,2,,3,2,2,1,3,2,4,1
100450501,101,10109,77,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
100450601,101,10109,65,0,1,1,1,,2,2,2,2,,3,1,2,1,3,1,4,2
100450701,101,10109,121,0,1,5,,,,,,,,3,1,1,2,3,1,3,1
100450801,101,10109,86,0,1,5,,,,,,,,3,1,2,2,3,1,3,2
100480201,131,13112,257,0,1,5,,,,,,,,2,1,2,1,3,1,4,9
100480301,131,13112,105,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100480501,131,13112,167,0,1,5,,,,,,,,2,1,2,2,3,1,4,2
100480601,131,13112,192,0,1,5,,,,,,,,2,1,2,1,3,1,4,9
100480701,131,13112,152,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100480801,131,13112,152,1,1,5,,,,,,,,2,1,1,3,3,1,4,1
100510101,61,6109,93,1,1,5,,,,,,,,2,2,5,1,3,2,4,3
100510201,61,6109,146,0,1,5,,,,,,,,2,2,1,2,4,3,3,3
100510301,61,6109,49,0,1,5,,,,,,,,2,2,2,1,4,1,3,1
100510501,61,6109,68,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
100510601,61,6109,79,0,1,5,,,,,,,,3,2,2,1,3,1,2,2
100510701,61,6109,64,0,1,2,1,2,2,2,2,2,,3,1,2,1,5,1,3,1
100510801,61,6109,62,1,1,5,,,,,,,,3,3,1,2,4,3,1,10
100510901,61,6109,78,0,1,5,,,,,,,,2,1,2,1,3,2,3,1
100511001,61,6109,65,0,1,5,,,,,,,,3,1,2,1,3,1,2,3
100530101,81,8112,94,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100530201,81,8112,147,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100530301,81,8112,90,0,1,5,,,,,,,,3,2,1,2,3,1,4,9
100530401,81,8112,64,0,1,5,,,,,,,,3,1,3,1,3,1,4,3
100530501,81,8112,81,0,1,2,1,2,2,2,2,2,,2,1,1,1,3,1,4,2
100530601,81,8112,84,1,1,5,,,,,,,,2,1,2,1,3,1,3,3
100530701,81,8112,79,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,3
100530801,81,8112,88,0,1,5,,,,,,,,3,1,3,1,3,1,4,1
100540401,103,10301,44,,1,5,,,,,,,,3,2,1,2,3,1,5,9
100540601,103,10301,67,0,1,2,1,2,2,2,2,2,,3,3,1,1,3,2,2,2
100540701,103,10301,62,0,3,2,1,2,2,2,2,2,,3,1,1,1,3,1,3,3
100540801,103,10301,49,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
100620201,131,13114,316,0,2,5,,,,,,,,1,1,1,2,2,2,6,1
100620301,131,13114,281,0,2,5,,,,,,,,1,1,2,1,1,1,6,2
100620401,131,13114,343,0,2,5,,,,,,,,2,1,2,1,1,1,6,1
100630101,91,9103,41,1,1,5,,,,,,,,3,3,1,3,3,1,1,3
100630201,91,9103,42,1,1,5,,,,,,,,3,3,1,2,3,2,4,3
100630401,91,9103,51,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
100630501,91,9103,46,1,1,1,1,2,2,2,2,2,,1,3,1,3,3,3,1,3
100630601,91,9103,54,0,1,5,,,,,,,,3,2,1,2,3,2,4,1
100630701,91,9103,35,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
100631001,91,9103,51,1,1,4,1,2,2,2,2,2,,3,1,1,2,3,2,4,3
100650301,131,13114,140,0,2,1,1,2,2,2,2,2,,2,1,1,1,1,1,6,1
100650401,131,13114,184,0,2,5,,,,,,,,1,1,2,1,3,1,6,1
100650701,131,13114,151,0,2,5,,,,,,,,1,1,1,1,2,1,6,1
100700101,131,13119,150,0,1,5,,,,,,,,2,1,2,1,3,1,3,2
100700201,131,13119,196,1,1,2,1,2,2,2,2,2,,2,1,1,1,3,1,3,1
100700301,131,13119,261,1,1,5,,,,,,,,2,1,2,1,3,1,4,1
100700401,131,13119,107,0,1,5,,,,,,,,2,1,2,1,2,1,3,1
100700501,131,13119,270,1,1,2,1,2,2,2,1,1,,2,1,2,1,3,1,2,2
100700701,131,13119,193,0,1,4,2,,,,,,,2,1,2,1,3,1,3,2
100700801,131,13119,160,0,1,2,1,2,2,2,2,2,,2,1,1,1,3,1,3,1
100710101,131,13125,138,0,1,5,,,,,,,,1,1,4,2,2,1,2,2
100710301,131,13125,147,,1,5,,,,,,,,2,2,2,2,2,2,3,1
100710401,131,13125,150,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
100710501,131,13125,153,0,1,5,,,,,,,,1,1,2,1,3,1,3,3
100710601,131,13125,172,0,1,5,,,,,,,,1,1,2,1,3,1,3,2
100710701,131,13125,161,0,1,5,,,,,,,,1,1,2,2,4,1,4,1
100710801,131,13125,155,1,1,5,,,,,,,,1,1,2,1,4,1,4,1
100720101,101,10101,67,0,1,5,,,,,,,,3,2,1,1,3,1,4,1
100720201,101,10101,119,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
100720301,101,10101,80,1,1,5,,,,,,,,3,1,1,1,3,1,5,1
100720401,101,10101,74,0,1,5,,,,,,,,3,2,2,2,3,2,3,10
100720501,101,10101,108,0,1,5,,,,,,,,3,1,1,1,3,1,2,3
100720601,101,10101,72,0,1,2,1,2,1,1,2,2,,3,1,1,1,3,1,3,1
100720701,101,10101,119,0,1,5,,,,,,,,3,1,1,1,3,1,2,1
100720801,101,10101,102,0,1,2,1,2,2,2,2,2,,3,2,1,2,3,2,3,1
100790101,132,13201,203,0,1,1,2,,,,,,,2,1,2,1,4,2,5,1
100790201,132,13201,185,0,1,5,,,,,,,,2,1,1,2,1,1,4,3
100790401,132,13201,280,0,1,5,,,,,,,,2,1,2,1,1,1,3,3
100790501,132,13201,195,0,1,5,,,,,,,,1,1,2,1,1,1,5,2
100790601,132,13201,205,0,1,5,,,,,,,,2,1,1,1,4,1,4,2
100790801,132,13201,216,0,1,5,,,,,,,,1,1,1,1,3,1,4,1
100820101,81,8110,92,1,5,2,1,2,2,2,2,2,,2,2,2,2,3,2,4,1
100820201,81,8110,64,0,3,5,,,,,,,,2,1,1,1,3,1,4,1
100820301,81,8110,84,0,1,5,,,,,,,,1,1,1,1,3,1,5,3
100820501,81,8110,69,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
100820601,81,8110,57,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
100820701,81,8110,55,0,1,2,1,2,1,1,2,2,,3,2,2,1,4,2,3,3
100820801,81,8110,77,0,3,5,,,,,,,,1,1,2,1,3,1,4,3
100920201,91,9104,37,1,1,2,1,2,2,2,2,2,,3,2,1,2,3,2,4,1
100920301,91,9104,35,0,1,2,2,,,,,,,3,1,1,1,3,1,5,1
100920401,91,9104,40,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
100920501,91,9104,54,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,5,1
100920701,91,9104,30,0,1,1,2,,,,,,,3,1,1,1,3,1,6,3
100920801,91,9104,27,0,1,5,,,,,,,,3,1,2,1,3,1,3,2
100950101,11,1107,30,1,1,5,,,,,,,,2,2,2,2,3,3,2,2
100950201,11,1107,47,1,1,5,,,,,,,,2,1,4,3,2,1,3,2
100950301,11,1107,26,1,1,2,1,2,2,1,2,2,,2,3,2,3,3,1,5,1
100950401,11,1107,30,0,1,5,,,,,,,,2,1,2,2,3,1,2,1
100950501,11,1107,23,1,1,5,,,,,,,,2,2,2,1,3,3,3,3
100950601,11,1107,33,0,1,2,1,2,2,2,2,2,,3,2,2,2,3,1,4,1
100950701,11,1107,28,0,1,5,,,,,,,,3,2,4,2,4,1,3,3
100950801,11,1107,34,0,1,5,,,,,,,,3,2,2,1,4,2,3,3
100951101,11,1107,31,1,2,2,1,2,1,2,2,2,,2,2,4,1,4,1,3,1
100951201,11,1107,36,1,1,5,,,,,,,,2,2,2,1,4,3,3,1
100960201,61,6101,81,0,2,1,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
100960301,61,6101,52,0,1,5,,,,,,,,2,1,4,1,3,1,3,1
100960401,61,6101,40,0,1,5,,,,,,,,1,1,4,1,3,1,3,1
100960501,61,6101,118,0,2,1,1,2,2,2,2,2,,1,1,2,1,3,1,4,1
100960801,61,6101,80,0,4,5,,,,,,,,2,1,1,1,3,1,4,1
100980101,131,13130,224,0,1,5,,,,,,,,2,1,1,1,3,1,-88,1
100980201,131,13130,115,0,1,5,,,,,,,,2,1,2,2,4,1,3,1
100980501,131,13130,119,0,1,5,,,,,,,,3,3,2,2,3,2,3,3
100980701,131,13130,140,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
101020101,101,10101,89,0,2,5,,,,,,,,2,1,1,1,1,1,4,1
101020401,101,10101,137,0,1,2,1,1,1,1,2,2,,3,1,1,1,3,1,4,2
101020701,101,10101,69,0,2,1,1,2,2,2,2,2,,1,1,3,1,3,1,3,2
101030101,91,9101,49,0,1,5,,,,,,,,4,2,1,1,3,3,2,2
101030201,91,9101,48,0,1,5,,,,,,,,3,1,2,1,3,2,4,1
101030301,91,9101,41,0,1,5,,,,,,,,3,3,1,1,3,3,1,1
101030401,91,9101,65,1,1,5,,,,,,,,4,3,1,2,3,2,3,2
101030501,91,9101,43,0,1,5,,,,,,,,3,1,2,1,3,1,2,2
101030601,91,9101,48,0,1,5,,,,,,,,3,2,2,2,3,2,1,1
101030701,91,9101,58,0,1,5,,,,,,,,3,1,2,1,3,1,1,1
101030801,91,9101,107,0,1,5,,,,,,,,3,1,1,1,3,1,3,3
101060301,131,13132,230,0,2,5,,,,,,,,2,1,1,1,1,1,6,1
101060601,131,13132,264,0,2,5,,,,,,,,1,1,2,1,2,1,6,2
101070301,111,11101,29,0,1,5,,,,,,,,3,1,1,1,3,1,5,1
101070401,111,11101,21,0,1,2,1,2,1,1,2,2,,3,1,2,1,3,1,5,1
101070501,111,11101,38,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
101070601,111,11101,27,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
101070701,111,11101,31,0,1,5,,,,,,,,3,1,2,1,3,1,4,2
101070901,111,11101,26,0,3,2,1,2,1,1,2,2,,3,1,2,1,3,1,4,1
101071101,111,11101,25,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
101071301,111,11101,16,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
101071401,111,11101,24,1,1,2,1,2,2,2,2,2,,3,1,2,1,1,1,6,1
101080101,43,4304,42,1,1,5,,,,,,,,4,2,3,3,3,1,4,3
101080201,43,4304,38,1,1,5,,,,,,,,2,1,2,1,3,1,3,3
101080301,43,4304,25,0,1,5,,,,,,,,3,1,2,2,3,1,3,2
101080401,43,4304,32,0,1,2,1,1,2,1,1,2,,3,2,2,2,3,2,2,1
101080501,43,4304,36,0,1,5,,,,,,,,3,2,4,3,3,1,3,1
101080601,43,4304,51,0,1,5,,,,,,,,3,3,1,3,3,2,2,3
101080701,43,4304,40,0,1,5,,,,,,,,4,3,6,3,3,3,3,1
101080901,43,4304,35,0,1,2,1,1,1,1,1,1,,2,2,2,1,3,1,4,11
101081001,43,4304,33,,1,2,1,1,2,2,1,2,,5,3,6,3,3,2,2,3
101090101,91,9108,64,0,1,2,1,2,1,1,2,2,,3,1,2,1,3,1,1,1
101090201,91,9108,66,0,1,5,,,,,,,,3,1,1,1,3,1,2,2
101090301,91,9108,81,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
101090401,91,9108,58,1,1,5,,,,,,,,3,1,2,1,3,1,1,1
101090501,91,9108,62,0,1,5,,,,,,,,3,1,2,1,3,1,1,2
101090601,91,9108,98,0,1,2,1,2,2,1,2,2,,3,1,2,1,3,1,5,1
101090701,91,9108,72,0,1,5,,,,,,,,3,1,2,1,3,1,2,3
101090702,91,9108,85,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
101090801,91,9108,68,0,1,5,,,,,,,,3,1,1,1,3,1,1,3
101110101,103,10301,132,0,1,5,,,,,,,,3,1,2,1,3,2,3,1
101110201,103,10301,109,0,1,2,1,2,2,2,2,2,,3,1,1,2,3,1,4,2
101110401,103,10301,74,0,1,5,,,,,,,,3,1,1,1,3,1,6,1
101110501,103,10301,109,0,1,5,,,,,,,,3,1,1,1,3,1,2,2
101150101,81,8111,58,0,3,2,1,2,2,2,2,2,,1,1,2,1,3,1,2,1
101150201,81,8111,62,0,1,5,,,,,,,,1,1,2,1,3,1,2,2
101150301,81,8111,69,0,1,5,,,,,,,,1,1,1,1,3,1,2,1
101150401,81,8111,70,0,1,5,,,,,,,,1,1,2,1,3,1,2,3
101150501,81,8111,73,0,3,5,,,,,,,,1,1,2,1,3,1,2,3
101150601,81,8111,62,0,1,1,1,2,2,2,2,2,,1,1,2,1,2,1,3,1
101150701,81,8111,62,0,1,5,,,,,,,,1,1,1,1,2,1,2,1
101150801,81,8111,65,0,1,5,,,,,,,,1,1,2,1,2,1,2,2
101160101,22,2201,43,0,1,2,1,2,2,2,2,2,,2,1,1,1,3,3,4,1
101160201,22,2201,49,0,1,5,,,,,,,,2,2,2,2,1,2,1,3
101160301,22,2201,53,1,1,4,1,1,2,1,2,1,,2,2,2,2,3,2,5,1
101160401,22,2201,108,1,1,5,,,,,,,,2,2,2,2,2,2,1,2
101160601,22,2201,56,1,1,5,,,,,,,,2,2,2,2,3,2,5,1
101160701,22,2201,58,0,1,5,,,,,,,,2,2,2,2,3,2,6,1
101160801,22,2201,67,1,1,5,,,,,,,,3,2,1,2,3,2,1,2
101200201,22,2201,69,0,1,5,,,,,,,,2,1,2,1,4,1,5,1
101200401,22,2201,71,0,2,5,,,,,,,,2,1,1,1,3,1,6,1
101200501,22,2201,67,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
101200801,22,2201,67,0,1,5,,,,,,,,2,2,2,2,3,2,3,2
101220101,21,2101,176,0,2,5,,,,,,,,2,1,2,1,2,1,3,2
101220201,21,2101,90,0,1,5,,,,,,,,2,1,2,1,3,3,4,1
101220301,21,2101,91,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
101220401,21,2101,128,0,2,2,1,1,2,1,2,2,,2,1,2,1,2,1,3,1
101220501,21,2101,102,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
101220701,21,2101,99,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
101220801,21,2101,88,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
101250101,141,14101,46,0,2,5,,,,,,,,1,1,1,1,1,1,5,1
101250201,141,14101,54,0,2,5,,,,,,,,2,1,3,1,1,1,5,1
101250301,141,14101,44,1,1,2,1,2,2,2,2,2,,2,1,2,1,1,2,4,1
101250401,141,14101,50,0,1,5,,,,,,,,3,1,1,1,1,1,6,1
101250601,141,14101,45,0,2,2,1,2,2,2,2,2,,3,1,1,1,1,1,5,1
101250801,141,14101,54,0,2,5,,,,,,,,3,1,1,1,1,1,6,1
101260401,131,13125,260,0,1,3,1,1,1,2,2,2,,2,2,2,1,1,1,4,2
101260501,131,13125,234,0,2,5,,,,,,,,2,1,2,1,1,1,5,1
101260601,131,13125,240,0,1,5,,,,,,,,2,1,2,1,1,1,2,2
101280101,51,5109,78,0,1,5,,,,,,,,2,1,2,1,4,1,3,3
101280201,51,5109,108,0,2,2,1,2,2,2,2,2,,2,1,1,1,1,1,5,1
101280301,51,5109,69,1,1,2,1,2,2,2,2,2,,1,3,1,3,3,3,6,3
101280501,51,5109,84,0,2,5,,,,,,,,1,1,1,1,4,1,4,1
101280701,51,5109,108,0,1,5,,,,,,,,1,1,1,1,2,1,3,2
101290101,92,9210,56,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
101290201,92,9210,63,0,1,5,,,,,,,,2,1,2,1,1,1,2,1
101290301,92,9210,73,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
101290501,92,9210,69,0,1,5,,,,,,,,3,2,5,2,3,3,2,1
101290601,92,9210,50,0,1,5,,,,,,,,2,1,1,1,1,1,2,1
101290701,92,9210,55,0,1,5,,,,,,,,2,1,1,1,3,2,2,1
101290801,92,9210,63,0,1,5,,,,,,,,3,2,1,1,3,1,2,1
101310501,31,3101,33,1,4,5,,,,,,,,3,2,2,2,3,1,2,2
101310601,31,3101,57,0,1,5,,,,,,,,2,1,2,1,2,1,4,1
101310701,31,3101,35,1,1,2,1,2,1,1,2,1,,2,2,5,2,3,1,3,3
101310801,31,3101,37,0,1,5,,,,,,,,2,1,2,1,3,2,3,1
101311001,31,3101,26,0,1,2,1,2,2,2,2,2,,3,1,2,1,4,2,3,1
101311101,31,3101,31,0,1,5,,,,,,,,3,1,2,2,4,2,3,2
101311201,31,3101,22,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
101320101,81,8101,86,1,1,5,,,,,,,,2,2,2,2,3,2,3,2
101320301,81,8101,82,1,1,1,2,,,,,,,2,3,2,1,2,1,1,1
101320401,81,8101,60,0,1,1,1,2,2,1,2,2,,2,1,2,1,3,1,4,1
101320501,81,8101,82,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
101320701,81,8101,100,0,1,2,2,,,,,,,1,1,1,2,3,2,3,2
101350101,161,16101,81,0,3,2,1,1,2,2,2,1,,3,1,1,1,3,1,4,3
101350201,161,16101,76,0,1,5,,,,,,,,2,2,4,2,3,1,1,9
101350301,161,16101,113,0,1,2,1,2,1,1,1,1,,3,1,2,1,3,1,4,3
101350401,161,16101,99,0,1,5,,,,,,,,1,1,2,2,3,1,4,3
101350501,161,16101,95,0,1,5,,,,,,,,2,2,2,1,3,2,5,3
101350801,161,16101,90,0,3,5,,,,,,,,3,3,2,2,3,2,4,1
101350901,161,16101,81,0,1,2,1,2,2,2,1,2,,3,1,2,1,3,1,5,1
101351001,161,16101,78,,1,5,,,,,,,,3,1,2,1,1,1,4,1
101360101,131,13124,127,0,1,4,2,,,,,,,2,1,4,1,3,1,3,1
101360201,131,13124,229,0,2,5,,,,,,,,2,1,2,1,3,1,3,1
101360501,131,13124,192,0,1,5,,,,,,,,2,1,2,1,4,2,3,1
101360601,131,13124,163,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,3,1
101360801,131,13124,267,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,4,1
101370101,136,13605,234,0,2,5,,,,,,,,2,1,2,1,1,1,4,2
101370201,136,13605,236,0,3,5,,,,,,,,2,1,2,1,1,2,4,1
101370301,136,13605,172,0,2,5,,,,,,,,2,1,1,2,1,1,4,1
101370401,136,13605,250,0,1,5,,,,,,,,2,1,2,1,4,1,3,2
101370501,136,13605,208,0,1,5,,,,,,,,2,1,2,1,1,1,3,3
101370701,136,13605,199,0,2,2,1,2,2,1,1,2,,2,1,2,1,1,1,4,1
101370801,136,13605,221,0,1,1,1,2,2,2,2,2,,2,2,2,1,1,2,3,2
101410101,131,13108,143,0,1,5,,,,,,,,1,2,2,1,1,1,4,1
101410301,131,13108,153,,1,5,,,,,,,,1,2,1,2,3,2,4,9
101410401,131,13108,124,1,1,5,,,,,,,,2,2,4,2,3,2,4,2
101410601,131,13108,194,0,1,5,,,,,,,,2,1,1,1,1,2,4,2
101410701,131,13108,193,1,1,5,,,,,,,,2,2,2,1,3,2,4,2
101410801,131,13108,137,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
101420101,131,13104,211,0,1,5,,,,,,,,2,1,1,1,4,1,4,2
101420201,131,13104,226,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,2,4,1
101420301,131,13104,173,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
101420401,131,13104,227,0,1,5,,,,,,,,2,2,2,3,3,1,5,9
101420402,131,13104,265,1,1,5,,,,,,,,2,2,2,3,3,1,5,3
101420501,131,13104,180,0,1,2,1,2,1,1,2,2,,3,1,1,1,1,1,2,3
101420601,131,13104,234,0,1,1,1,2,2,2,2,2,,2,2,2,2,4,1,4,1
101420701,131,13104,310,0,1,5,,,,,,,,2,2,1,3,1,1,3,2
101500101,73,7301,69,1,1,5,,,,,,,,2,2,5,2,3,1,2,1
101500201,73,7301,68,0,1,5,,,,,,,,2,1,1,1,4,2,3,2
101500301,73,7301,92,1,1,5,,,,,,,,2,1,2,1,4,1,3,1
101500401,73,7301,98,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
101500501,73,7301,118,0,1,5,,,,,,,,2,1,2,2,4,1,3,1
101500601,73,7301,73,0,1,5,,,,,,,,2,1,2,2,3,1,-88,1
101500701,73,7301,76,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
101500801,73,7301,86,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
101520201,163,16302,110,0,1,5,,,,,,,,2,1,2,1,3,1,4,2
101520301,163,16302,43,0,1,5,,,,,,,,3,1,1,1,3,1,5,9
101520401,163,16302,82,0,1,2,1,2,2,1,2,2,,3,1,2,1,3,1,2,1
101520601,163,16302,53,1,1,2,1,1,2,2,2,2,,3,2,2,2,3,2,4,1
101520701,163,16302,48,0,1,5,,,,,,,,3,2,2,1,3,2,4,1
101520801,163,16302,37,0,1,2,1,2,2,2,2,2,,1,2,2,2,3,1,2,3
101540101,61,6106,43,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
101540201,61,6106,44,0,1,5,,,,,,,,2,1,2,1,3,3,2,1
101540401,61,6106,82,0,1,5,,,,,,,,2,2,2,2,1,2,4,1
101540501,61,6106,68,0,1,5,,,,,,,,2,1,2,1,3,2,1,1
101540701,61,6106,86,0,1,5,,,,,,,,2,2,2,2,3,2,2,1
101540801,61,6106,61,1,1,5,,,,,,,,2,1,2,1,3,2,1,1
101570201,71,7105,123,0,4,5,,,,,,,,1,1,2,1,4,1,2,1
101570401,71,7105,71,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,3,1
101570501,71,7105,73,0,1,2,1,2,2,2,2,2,,2,1,2,1,4,1,2,11
101570701,71,7105,78,0,1,5,,,,,,,,2,1,2,1,3,1,5,1
101600201,133,13302,287,0,2,5,,,,,,,,1,1,2,1,1,1,5,1
101600301,133,13302,294,0,2,5,,,,,,,,2,1,1,1,1,1,5,1
101600401,133,13302,306,0,2,5,,,,,,,,2,1,1,1,3,1,5,1
